REGION_NAME     ,DIVISION_NAME   ,COUNCIL_NAME              ,POLLING_STATION                                  ,POLLING_STATIONS_COUNT
                ,                ,                          ,WOULDE ECOLE PUBLIQUE / C                        ,1
                ,                ,                          ,YELWA ECOLE PUBLIQUE / A                         ,1
                ,                ,                          ,YELWA ECOLE PUBLIQUE / B                         ,1
                ,MAYO-BANYO      ,                          ,                                                 ,257
                ,                ,BANKIM                    ,                                                 ,81
                ,                ,                          ,E.P DE DDOUMDJOM / A                             ,1
                ,                ,                          ,E.P DE KIPOH / A                                 ,1
                ,                ,                          ,E.P DE LONGRASS / A                              ,1
                ,                ,                          ,E.P DE MAYO MOUKA / A                            ,1
                ,                ,                          ,E.P DE SARKI BAKA / A                            ,1
                ,                ,                          ,ECOLE CATHOLIQUE DE BANKIM / A                   ,1
                ,                ,                          ,ECOLE CATHOLIQUE DE BANKIM / B                   ,1
                ,                ,                          ,ECOLE PARENTS MELI TENBONG KE / A                ,1
                ,                ,                          ,ECOLE PRIVEE PROTESTANTE BANKIM / A              ,1
                ,                ,                          ,ECOLE PRIVEE PROTESTANTE BANKIM / B              ,1
                ,                ,                          ,ECOLE PRIVEE PROTESTANTE BANKIM / C              ,1
                ,                ,                          ,ECOLE PRIVEE PROTESTANTE BANKIM / D              ,1
                ,                ,                          ,ECOLE PRIVEE PROTESTANTE DE BANKIM / A           ,1
                ,                ,                          ,ECOLE PRIVEE PROTESTANTE DE YIMBERE / A          ,1
                ,                ,                          ,ECOLE PROTESTANTE DE DJANG ET TONG / A           ,1
                ,                ,                          ,ECOLE PROTESTANTE DE DJANG ET TONG / B           ,1
                ,                ,                          ,ECOLE PROTESTANTE DE KOUROUM / A                 ,1
                ,                ,                          ,ECOLE PROTESTANTE DE KOUROUM / B                 ,1
                ,                ,                          ,ECOLE PUB. MBIRIDJOM / A                         ,1
                ,                ,                          ,ECOLE PUBLIQUE BILINGUE DE LINGAM / A            ,1
                ,                ,                          ,ECOLE PUBLIQUE BILINGUE DE LINGAM / B            ,1
                ,                ,                          ,ECOLE PUBLIQUE BILINGUE DE NYAKONG / A           ,1
                ,                ,                          ,ECOLE PUBLIQUE BILINGUE DE NYAKONG / B           ,1
                ,                ,                          ,ECOLE PUBLIQUE DE ATTA / A                       ,1
                ,                ,                          ,ECOLE PUBLIQUE DE ATTA / B                       ,1
                ,                ,                          ,ECOLE PUBLIQUE DE ATTA / C                       ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BANDAM / A                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BANDAM / B                     ,1
                ,                ,                          ,ECOLE PUBLIQUE DE BINI / A                       ,1
